"id";"property_type";"host_name";"accommodates";"bedrooms";"description"
43833357;Boat;Karen;2;1;What better way to see Boston than on a houseboat in the harbor with plenty of fresh air! All surfaces cleaned and sanitized before your visit and all linens disinfected. <br />How fun to stay on a houseboat after a full day of sightseeing. Come sit on the dock with a cold drink in hand! Have your coffee while watching the sunrise!<br />Parking on the pier for $28  and garage at the end of street.<br /><br /><b>The space</b><br />The Green Turtle I is a floating houseboat which has 2 separate suites which can accommodate 2 people in each suite. The price reflects one suite.  Set in historic Boston Harbor in a protected state of the art gated and secure marina the Green Turtle I is the perfect choice for your visit. <br />We are a short distance away from the North End, Fanueil Hall and the Boston Common. It is easy to get around by foot, ferry, free shuttle bus , Uber or Taxi. Catch the Green Line to get to a game at Fabulous Fenway<br />Each suite has a kitchenette and a private bathr
43861872;Entire rental unit;MockingJay;2;1;⚜ Location, Location!  Steps from Charles Street, Public Garden, Esplanade, <br />⚜The most sought after and expensive neighborhood in Boston<br />⚜Exclusive street <br />⚜ Luxury renovation<br />⚜Brand new everything, hotel grade amenities<br />⚜Walk to MGH<br />⚜ 800 sqft (75 sqm)<br />⚜ Walk Score 98<br />⚜Fully equipped  kitchen<br />⚜Extremely safe neighborhood<br />⚜2 minutes walk to groceries<br />⚜Dogs welcome upon approval<br />⚜Pandemic approved cleaners and process
43899519;Entire guest suite;Mary;2;1;"Delightful cozy suite with a private entrance in historic Roxbury. Your very own place with a private bedroom and bathroom. There is not a full kitchen, but rather key essentials, including a microwave, small fridge and coffee maker.  <br /><br />This suite is located 1 miles from the orange line, is very close to bus lines and a short drive to Downtown. <br /><br />Northeastern University, Longwood Medical, Boston Medical Center and the world renowned Fenway park are all just a few miles and short uber ride away!<br /><br /><b>The space</b><br />Enjoy a modern ""hotel"" room after exploring the city all day. This is a completely renovated, private space with its own keyless entrance (on the side of the home)  in a historic home. The space shares a wall with the main house and has a locked door between the two spaces. <br /><br />The setup  is similar to a hotel, a nicely decorated room with a separate bath and entrance. This is part of a larger family home, in a family neighborhood with"
43913326;Entire serviced apartment;Bluebird;3;1;Located in Downtown, this building is steps away from shopping, dining, workplaces & intersection of the Theatre District, Leather District, and Chinatown. Amenities include a Concierge, Lobby/Lounge area, Resident Lounge with free coffee station, workspace area with Wi-Fi, bike storage room, package acceptance, and more. Apartment feature a fully-equipped kitchen, spacious layouts, and high ceilings. All for you to enjoy! Servicing Boston hospital patients including Boston Children's Hospital<br /><br /><b>The space</b><br />Experience modern living in these luxurious apartments with open floor layouts and a magnificent New York City skyline view. This prime location adheres to entertainment needs with hundreds of amazing restaurants on the water, shopping, and national museums for all tourists such as, Hoboken historical Museum and The Charthouse eatery. For your comfort, take full advantage of the luxurious amenities located within this fabulous high-rise:  24hr fitness center, on-s
43921666;Entire serviced apartment;Bluebird;5;2;Located in Downtown, this building is steps away from shopping, dining, workplaces & intersection of the Theatre District, Leather District, and Chinatown. Amenities include a Concierge, Lobby/Lounge area, Resident Lounge with free coffee station, workspace area with Wi-Fi, bike storage room, package acceptance, and more. Apartment feature a fully-equipped kitchen, spacious layouts, and high ceilings. All for you to enjoy! Servicing Boston hospital patients including Boston Children's Hospital<br /><br /><b>The space</b><br />Experience modern living in these luxurious apartments with open floor layouts and a magnificent New York City skyline view. This prime location adheres to entertainment needs with hundreds of amazing restaurants on the water, shopping, and national museums for all tourists such as, Hoboken historical Museum and The Charthouse eatery. For your comfort, take full advantage of the luxurious amenities located within this fabulous high-rise:  24hr fitness center, on-s
43957058;Entire serviced apartment;Bluebird;3;1;Located in Downtown, this building is steps away from shopping, dining, workplaces & intersection of the Theatre District, Leather District, and Chinatown. Amenities include a Concierge, Lobby/Lounge area, Resident Lounge with free coffee station, workspace area with Wi-Fi, bike storage room, package acceptance, and more. Apartment feature a fully-equipped kitchen, spacious layouts, and high ceilings. All for you to enjoy! Servicing Boston hospital patients including Boston Children's Hospital<br /><br /><b>The space</b><br />Experience modern living in these luxurious apartments with open floor layouts and a magnificent New York City skyline view. This prime location adheres to entertainment needs with hundreds of amazing restaurants on the water, shopping, and national museums for all tourists such as, Hoboken historical Museum and The Charthouse eatery. For your comfort, take full advantage of the luxurious amenities located within this fabulous high-rise:  24hr fitness center, on-s
43957067;Entire serviced apartment;Bluebird;3;1;Located in Downtown, this building is steps away from shopping, dining, workplaces & intersection of the Theatre District, Leather District, and Chinatown. Amenities include a Concierge, Lobby/Lounge area, Resident Lounge with free coffee station, workspace area with Wi-Fi, bike storage room, package acceptance, and more. Apartment feature a fully-equipped kitchen, spacious layouts, and high ceilings. All for you to enjoy! Servicing Boston hospital patients including Boston Children's Hospital<br /><br /><b>The space</b><br />Experience modern living in these luxurious apartments with open floor layouts and a magnificent New York City skyline view. This prime location adheres to entertainment needs with hundreds of amazing restaurants on the water, shopping, and national museums for all tourists such as, Hoboken historical Museum and The Charthouse eatery. For your comfort, take full advantage of the luxurious amenities located within this fabulous high-rise:  24hr fitness center, on-s
43957080;Entire serviced apartment;Bluebird;5;2;Located in Downtown, this building is steps away from shopping, dining, workplaces & intersection of the Theatre District, Leather District, and Chinatown. Amenities include a Concierge, Lobby/Lounge area, Resident Lounge with free coffee station, workspace area with Wi-Fi, bike storage room, package acceptance, and more. Apartment feature a fully-equipped kitchen, spacious layouts, and high ceilings. All for you to enjoy! Servicing Boston hospital patients including Boston Children's Hospital<br /><br /><b>The space</b><br />Experience modern living in these luxurious apartments with open floor layouts and a magnificent New York City skyline view. This prime location adheres to entertainment needs with hundreds of amazing restaurants on the water, shopping, and national museums for all tourists such as, Hoboken historical Museum and The Charthouse eatery. For your comfort, take full advantage of the luxurious amenities located within this fabulous high-rise:  24hr fitness center, on-s
43977877;Entire condo;Francine;4;2;"Lovely Home.  Available August 1, 2023. Must rent 91 days or longer. Heart of Boston  walk every where, restaurants, shopping. Two bedrooms, 2 1/2 baths, king bed, two twin beds, two private decks. Central AC, washer/dryer. 40"" TV/internet, wood floor, 11' high ceilings. First floor, Living/dinning, kitchen, deck, half bath. Stairs, second floor, two bedrooms,  deck, two full baths. 1500 sf, no halls/elevators. New sheets, quilts/ towels/ each new renter. Renter pays cable/ inter, gas/electric.<br /><br /><b>The space</b><br />This is a condo Townhouse, there are two levels.  Stairs lead to the two bedrooms and two full bath on second floor, there is a deck off the bedroom. The first floor has living room, dining and kitchen , with a half bath and outside court yard. There are no hallway or outside stairs, no one is above you. This is a unique property.<br /><br /><b>Guest access</b><br />The whole Townhouse condo first and second floors<br /><br /><b>Other things to note</b><br />Stai"
43994299;Private room in rental unit;Dawn;3;NULL;<b>The space</b><br />Guests are welcome to make themselves at home.<br /><br /><b>During your stay</b><br />I am very available if need be!<br /><br /><b>License number</b><br />STR-431107
44014524;Entire rental unit;Billy;3;NULL;<b>Other things to note</b><br />Unit is on the fifth floor with no elevator
44053258;Entire rental unit;Blueground;2;NULL;Show up and start living from day one in Boston with this sophisticated studio Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Downtown/Financial District home with stunning  views over the city. (ID #BOS243)<br /><br /><b>The space</b><br />As with any Blueground apartment, you’ll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this studio property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing you’ll always feel comfortably at home. When you’re ready for some fun, you can take in the Boston vibes or bring the entertainment to you with the premium wireless speaker or smart TV.  This apartment also offers in-floor laundry.<br /><br />Amenities<br /><br />Building amenities unique to this studio include an on-site:<br /><br />  - Doorman<br />  - Dryer on floor<br />  - Elevator<br />  - Washing machine on floor<br
44058140;Entire condo;Rebecca;4;1;Want to see Boston in a socially distanced way? Stay in our 600 sq ft historic Brownstone with giant windows, hardwood floors, moldings, Wi-Fi, and air conditioning. Perfect location. A 4-minute walk to the Orange Line T stop.  Other walk-able destinations include Fenway Park, The Museum of Fine Art, Copley Plaza, Newbury Street, The Pru,  Longwood Medical, Children's Hospital and the South End. Located on a dead end in a Historic District, giving you a quiet & rare experience in a bustling city<br /><br /><b>License number</b><br />STR-413806
44058785;Entire serviced apartment;Churchill;3;1;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44060070;Entire serviced apartment;Churchill;3;1;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44060731;Entire serviced apartment;Churchill;3;1;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44131827;Entire serviced apartment;Churchill;3;1;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44132244;Entire serviced apartment;Churchill;3;1;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44132493;Entire serviced apartment;Churchill;3;1;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44132871;Entire serviced apartment;Churchill;3;1;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44133273;Entire serviced apartment;Churchill;3;1;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44133942;Entire serviced apartment;Churchill;3;1;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44134617;Entire serviced apartment;Churchill;5;2;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44134875;Entire serviced apartment;Churchill;5;2;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44135035;Entire rental unit;Churchill;5;2;Global Serviced Apartments offers fully-furnished, fully-equipped, luxury vacation rental apartments throughout Boston. From the Theatre District to Fenway, from Chinatown to Back Bay, Global Serviced Apartments will surely accommodate your housing needs during your next stay in Boston.<br /><br /><b>The space</b><br />Visiting Boston- one of the oldest cities in the United States- is a one of a kind experience. Follow the steps that shaped the story of this country along the Freedom Trail and explore the sites where the American Revolution took place: the Old State House, Faneuil Hall, or Boston Common will take you to another era. Walk alongside history in this surprising city that combines traditional Victorian brownstone houses, spectacular modern high-rises, hundreds of acres of green space, and breathtaking harbors that provide a gateway to the Atlantic. Enjoy the wide cultural offer of Boston’s Theatre District or mingle with locals in the trendy Back Bay area, where you will fi
44135040;Boat;Karen;6;2;What better way to see Boston than on your own private yacht in Boston Harbor with plenty of fresh air! All surfaces and linens sanitized and disinfected between each visit. <br />What a fun way to visit the great city of Boston! It is like taking two vacations in one. Visit the city sights and then come back to the boat and relax and enjoy the peace.<br /> Restaurants within walking distance. Parking on pier at $28 per day and garage at end of street. <br />Coffee, tea, sugars, cream, juice, waters provided.<br /><br /><b>The space</b><br />The Green Turtle II is a 45 motor yacht that stays tied to the dock at all times. She has 2 queen staterooms and each has a bathroom and shower in the staterooms. There is room for 2 other people in the full/queen sleeper sofa in the salon. <br />There is a galley with a microwave and full refrigerator and is stocked with dinnerware, stemware and silverware. Community BBQ grill on the docks. Across from the galley is a very comfortable dinette and 
44135317;Entire serviced apartment;Churchill;5;2;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44135482;Entire serviced apartment;Churchill;5;2;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44135642;Entire serviced apartment;Churchill;3;1;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44135845;Entire serviced apartment;Churchill;3;1;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44135980;Entire serviced apartment;Churchill;3;1;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44136170;Entire serviced apartment;Churchill;3;1;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44136328;Entire serviced apartment;Churchill;3;1;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44146793;Entire serviced apartment;Churchill;3;1;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44146948;Entire serviced apartment;Churchill;3;1;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44147204;Entire serviced apartment;Churchill;3;1;What’s more exciting than the latest sell-out show in the Theater District? This gorgeous condo, of course! Within just a couple blocks of Boston Common, Chinatown, and the top arts venues in town, this modern apartment is the perfect home base for any trip to Boston. Highlights include:<br />- Luxurious decor, high ceilings, and large windows<br />- Modern kitchen with stainless steel appliances<br />- Hotel-style lobby and 24-hour concierge<br />- Historic architecture with a fully renovated interior<br /><br /><b>The space</b><br />We don’t mean to be dramatic, but this spectacular Theater District condo is one of our favorite spots in Boston. With a fantastic location between Chinatown and Boston Common, it’s a great place to rest and relax between adventures around town.<br /><br />Throughout the apartment, you’ll find historic touches next to modern conveniences, giving it a unique old-meets-new charm. Bedrooms include colorful artwork, crisp bedding, and large windows that let i
44203028;Entire home;Carey;6;4;We have a single family home in the gas light district of Charlestown, MA. We have 4 floors of living over 2500 sq feet of living with a grass backyard, a deck off the kitchen and a deck off the master bedroom. <br /><br />We did a complete renovation of the house two years ago. We're walking distance from many restaurants and parks. Its a perfect location!<br /><br /><b>License number</b><br />STR-420490
44207601;Private room in bed and breakfast;Mount Vernon;2;1;This building is uniquely positioned at the intersection of two great neighborhoods: the Back Bay and the South End. One can enjoy all the high end shopping, restaurants and tourist attractions that the Back Bay offers along with the novelties of the South End, the choice neighborhood for Boston's young families, working professionals and artists, among others, and it's known best for its many parks, funky shops and its acclaimed cafes and restaurants.<br /><br /><b>The space</b><br />This building contains sixteen furnished studio apartments, each of which is available for nightly, weekly and monthly rentals.<br /><br />This unit is located in a gorgeous brownstone building in Concord Square, in Boston's historic South End neighborhood. The queen bed comfortably sleeps 1 to 2 people. The space is equipped with a full bathroom, a refrigerator, and in some cases a microwave and desk. There is a flat-screen TV in the living area with local channels. In addition, there is a fully stocked 
44240270;Private room in rental unit;Ferran;1;NULL;This clean, spacious and glossy room is available for a long-term or a <br />   short-term staying.<br /><br /><b>The space</b><br />About this Home <br /> <br /> <br />   Tucked in the middle of South Boston is this 3 bedroom - 1 bathroom <br />   home. We’ve designed the space to provide a sublime environment while <br />   remaining functional. The walls are painted a crisp light grey while <br />   the moldings and doors are a contrasting satin black finish. We want <br />   you to feel as if you live in an art gallery with unique photos and <br />   decor as the finishing touch. You enter the unit through a long <br />   corridor which separates the kitchen and living room in the rear and <br />   the bedrooms that are in the front. The kitchen has been fully <br />   renovated and is equipped with new appliances. The living room and <br />   kitchen share a room and allow for compartmentalized privacy between <br />   the two wings of the home. <br /> <br /> <br />   June Homes v
44242670;Entire rental unit;Blueground;2;1;Feel at home wherever you choose to live with Blueground. You’ll love this sophisticated Back Bay furnished one-bedroom apartment with its modern decor, fully equipped kitchen, and beautiful living room with great  views. Ideally located, you’re close to all the best that Boston has to offer! (ID #BOS118)<br /><br /><b>The space</b><br />As with any Blueground apartment, you’ll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this one-bedroom property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing you’ll always feel comfortably at home. When you’re ready for some fun, you can take in the Boston vibes or bring the entertainment to you with the premium wireless speaker or smart TV.  This apartment also offers in-apartment laundry.<br /><br />Amenities<br /><br />Building amenities unique to this one-bedroom include an on-site:<br /><br />  - Doorman<br />  - Dryer<br />  - Elevator<br /
44261204;Entire condo;Michelle;2;NULL;ONE bedroom in the Back Bay area of Boston on Commonwealth Ave.  One street over from Newbury St. Walk to the subway, numerous restaurants cafes and shops
